PageName,MIN,MAX,RANGE,MEAN,STD,MEDIAN,PCT90,Buried_Arc,Longitude,Latitude
BO57,-0.27,0.45,0.72,0.05,0.09,0.05,0.17,0,716062.00,4339066.00
BO58,-0.25,0.46,0.72,0.08,0.09,0.08,0.21,0,716067.00,4339066.00
BO59,-0.21,0.47,0.69,0.08,0.07,0.08,0.17,0,716072.00,4339066.00
BO60,-0.23,0.62,0.85,0.10,0.10,0.09,0.22,0,716077.00,4339066.00
BO61,-0.27,0.82,1.09,0.12,0.10,0.11,0.24,0,716082.00,4339066.00
BO62,-0.29,0.71,1.00,0.11,0.09,0.11,0.22,0,716087.00,4339066.00
BO63,-0.22,0.61,0.83,0.14,0.10,0.13,0.26,0,716092.00,4339066.00
BO64,-0.40,0.99,1.39,0.16,0.12,0.16,0.30,0,716097.00,4339066.00
BO72,-1.00,1.00,2.00,0.20,0.27,0.14,0.51,0,716137.00,4339066.00
BO73,-0.41,1.00,1.41,0.12,0.16,0.09,0.33,0,716142.00,4339066.00
BO74,-0.28,0.72,1.00,0.06,0.10,0.05,0.19,0,716147.00,4339066.00
BO75,-0.53,1.00,1.53,0.15,0.19,0.10,0.41,0,716152.00,4339066.00
BO76,-0.42,1.00,1.42,0.18,0.15,0.16,0.35,0,716157.00,4339066.00
BP56,-0.38,0.83,1.21,0.08,0.14,0.07,0.26,0,716057.00,4339061.00
BP57,-0.25,0.49,0.75,0.06,0.09,0.06,0.17,0,716062.00,4339061.00
BP58,-0.33,0.48,0.81,0.13,0.08,0.13,0.24,0,716067.00,4339061.00
BP59,-0.21,0.46,0.66,0.15,0.08,0.15,0.25,0,716072.00,4339061.00
BP60,-0.15,0.58,0.73,0.18,0.08,0.19,0.29,0,716077.00,4339061.00
BP61,-0.21,0.37,0.58,0.08,0.07,0.08,0.16,0,716082.00,4339061.00
BP62,-0.34,0.60,0.93,0.09,0.09,0.08,0.20,0,716087.00,4339061.00
BP63,-0.22,0.45,0.67,0.12,0.09,0.12,0.23,0,716092.00,4339061.00
BP64,-0.42,1.00,1.42,0.15,0.13,0.15,0.31,0,716097.00,4339061.00
BP71,-1.00,1.00,2.00,0.30,0.36,0.22,1.00,0,716132.00,4339061.00
BP72,-0.90,1.00,1.90,0.36,0.27,0.36,0.69,0,716137.00,4339061.00
BP73,-0.55,1.00,1.55,0.28,0.22,0.28,0.55,0,716142.00,4339061.00
BP74,-0.52,1.00,1.52,0.15,0.22,0.12,0.39,0,716147.00,4339061.00
BQ57,-0.23,0.50,0.73,0.13,0.09,0.12,0.25,0,716062.00,4339056.00
BQ58,-0.21,0.48,0.69,0.16,0.09,0.16,0.27,0,716067.00,4339056.00
BQ59,-0.20,0.47,0.67,0.14,0.07,0.14,0.23,0,716072.00,4339056.00
BQ60,-0.40,0.76,1.16,0.19,0.11,0.19,0.34,0,716077.00,4339056.00
BQ61,-0.24,0.46,0.69,0.11,0.09,0.10,0.22,0,716082.00,4339056.00
BQ62,-0.20,0.50,0.70,0.11,0.07,0.12,0.19,0,716087.00,4339056.00
BQ63,-0.24,0.56,0.80,0.18,0.09,0.19,0.30,0,716092.00,4339056.00
BQ64,-0.41,1.00,1.41,0.18,0.16,0.18,0.36,0,716097.00,4339056.00
BQ71,-0.49,1.00,1.49,0.32,0.22,0.32,0.60,0,716132.00,4339056.00
BQ72,-0.76,1.00,1.76,0.40,0.21,0.39,0.65,0,716137.00,4339056.00
BQ73,-0.63,1.00,1.63,0.36,0.22,0.34,0.61,0,716142.00,4339056.00
BR57,-0.20,0.50,0.70,0.14,0.08,0.14,0.23,0,716062.00,4339051.00
BR58,-0.20,0.51,0.71,0.11,0.10,0.10,0.23,0,716067.00,4339051.00
BR59,-0.26,0.53,0.79,0.14,0.10,0.15,0.27,0,716072.00,4339051.00
BR60,-0.15,0.56,0.71,0.22,0.09,0.23,0.33,0,716077.00,4339051.00
BR61,-0.19,0.92,1.11,0.23,0.09,0.22,0.34,0,716082.00,4339051.00
BR62,-0.23,0.44,0.67,0.11,0.08,0.11,0.21,0,716087.00,4339051.00
BR63,-0.19,0.44,0.63,0.14,0.07,0.13,0.22,0,716092.00,4339051.00
BR64,-0.20,0.52,0.72,0.16,0.09,0.16,0.27,0,716097.00,4339051.00
BR70,-0.53,1.00,1.53,0.44,0.26,0.42,0.84,0,716127.00,4339051.00
BR71,-0.57,1.00,1.57,0.49,0.22,0.47,0.80,0,716132.00,4339051.00
BR73,-0.33,1.00,1.33,0.45,0.14,0.43,0.61,0,716142.00,4339051.00
BS58,-0.17,0.56,0.72,0.13,0.10,0.13,0.26,0,716067.00,4339046.00
BS59,-0.16,0.40,0.55,0.13,0.07,0.13,0.22,0,716072.00,4339046.00
BS60,-0.10,0.63,0.73,0.20,0.08,0.20,0.31,0,716077.00,4339046.00
BS61,-0.19,0.62,0.81,0.21,0.08,0.21,0.32,0,716082.00,4339046.00
BS62,-0.27,0.65,0.92,0.18,0.10,0.18,0.31,0,716087.00,4339046.00
BS63,-0.35,0.52,0.86,0.14,0.07,0.14,0.21,0,716092.00,4339046.00
BS64,-0.34,0.54,0.88,0.21,0.09,0.22,0.32,0,716097.00,4339046.00
BS65,-0.48,1.00,1.48,0.16,0.14,0.16,0.34,0,716102.00,4339046.00
BS66,-0.94,1.00,1.94,0.19,0.20,0.18,0.43,0,716107.00,4339046.00
BS67,-0.56,1.00,1.56,0.26,0.18,0.26,0.48,0,716112.00,4339046.00
BS68,-0.82,1.00,1.82,0.32,0.32,0.28,0.81,0,716117.00,4339046.00
BS69,-0.59,1.00,1.59,0.40,0.32,0.35,0.96,0,716122.00,4339046.00
BT59,-0.15,0.51,0.66,0.16,0.09,0.16,0.27,0,716072.00,4339041.00
BT60,-0.17,0.47,0.65,0.14,0.08,0.14,0.24,0,716077.00,4339041.00
BT61,-0.20,0.61,0.81,0.15,0.10,0.15,0.29,0,716082.00,4339041.00
BT62,-0.21,0.67,0.88,0.17,0.11,0.16,0.31,0,716087.00,4339041.00
BT63,-0.21,0.83,1.04,0.18,0.10,0.18,0.31,0,716092.00,4339041.00
BT64,-0.14,0.48,0.62,0.18,0.08,0.17,0.28,0,716097.00,4339041.00
BT65,-0.22,1.00,1.22,0.22,0.11,0.22,0.35,0,716102.00,4339041.00
BT66,-0.63,1.00,1.63,0.18,0.15,0.18,0.36,0,716107.00,4339041.00
BT67,-0.51,1.00,1.51,0.19,0.21,0.17,0.44,0,716112.00,4339041.00
BT68,-1.00,1.00,2.00,0.20,0.29,0.18,0.56,0,716117.00,4339041.00
BU59,-0.14,0.66,0.80,0.25,0.11,0.25,0.40,0,716072.00,4339036.00
BU60,-0.25,0.46,0.71,0.09,0.11,0.09,0.24,0,716077.00,4339036.00
BU61,-0.31,0.52,0.83,0.04,0.10,0.04,0.16,0,716082.00,4339036.00
BU62,-0.26,0.67,0.93,0.11,0.11,0.10,0.26,0,716087.00,4339036.00
BU63,-0.22,0.72,0.94,0.12,0.11,0.11,0.27,0,716092.00,4339036.00
BU64,-0.39,0.73,1.12,0.12,0.11,0.12,0.26,0,716097.00,4339036.00
BU65,-0.34,0.58,0.92,0.14,0.08,0.14,0.24,0,716102.00,4339036.00
BU66,-0.53,0.90,1.44,0.17,0.14,0.17,0.35,0,716107.00,4339036.00
BU67,-0.68,1.00,1.68,0.14,0.18,0.13,0.36,0,716112.00,4339036.00
BU68,-1.00,1.00,2.00,0.17,0.31,0.13,0.54,0,716117.00,4339036.00
BV61,-0.32,0.45,0.77,-0.01,0.09,-0.01,0.11,0,716082.00,4339031.00
BV62,-0.29,0.54,0.84,0.02,0.09,0.02,0.14,0,716087.00,4339031.00
BV63,-0.26,0.44,0.70,0.07,0.09,0.07,0.19,0,716092.00,4339031.00
BV64,-1.00,1.00,2.00,0.14,0.18,0.11,0.36,0,716097.00,4339031.00
BV65,-0.44,1.00,1.44,0.15,0.13,0.14,0.29,0,716102.00,4339031.00
BW62,-0.40,0.43,0.83,0.00,0.10,0.00,0.13,0,716087.00,4339026.00
BW63,-0.34,1.00,1.34,0.10,0.14,0.08,0.26,0,716092.00,4339026.00
BW64,-0.67,0.99,1.67,0.08,0.13,0.08,0.22,0,716097.00,4339026.00
BW65,-0.40,0.62,1.03,0.10,0.11,0.10,0.23,0,716102.00,4339026.00
BX63,-0.29,1.00,1.29,0.13,0.11,0.13,0.26,0,716092.00,4339021.00
BX64,-0.22,0.46,0.68,0.10,0.08,0.09,0.19,0,716097.00,4339021.00
BX65,-0.39,0.80,1.19,0.18,0.12,0.17,0.33,0,716102.00,4339021.00
BY63,-0.30,0.46,0.76,0.10,0.09,0.10,0.21,0,716092.00,4339016.00
